Listening to port 4567
Connected!!!
0.1 -36.8085 -32.1383 1.29472
0.1 -36.0352 -31.3138 1.28051
0.1 -35.7204 -30.5163 1.25568
0.1 -35.8674 -30.3656 1.25705
0.1 -35.5562 -29.3154 1.25098
0.1 -35.444 -28.1984 1.24401
0.1 -35.0554 -27.4303 1.22409
0.1 -34.1381 -26.8546 1.21407
0.1 -34.1166 -25.5765 1.19961
0.1 -34.0368 -24.7819 1.18114
0.1 -33.2255 -24.0075 1.16397
0.1 -32.7889 -23.3284 1.15243
0.1 -32.3198 -22.3944 1.12049
0.1 -32.0785 -21.7496 1.09763
0.1 -31.7914 -21.1354 1.07837
0.1 -31.3877 -20.1056 1.07482
0.1 -30.9391 -19.7462 1.04846
0.1 -30.1024 -18.7908 1.02915
0.1 -29.5474 -18.1839 1.00326
0.1 -29.4846 -17.6207 0.993252
0.1 -28.8019 -16.7426 0.973944
0.1 -28.0766 -16.1222 0.964594
0.1 -27.894 -15.4112 0.94369
0.1 -27.5249 -14.5122 0.920659
0.1 -27.2246 -13.8428 0.903628
0.1 -26.5161 -13.2129 0.886556
0.1 -25.7334 -13.0063 0.874345
0.1 -24.9009 -11.8877 0.873147
0.1 -24.2057 -11.5326 0.846431
0.1 -23.5556 -10.4589 0.824453
0.1 -23.0041 -9.88683 0.807099
0.1 -22.6297 -8.98815 0.773842
0.1 -21.6487 -8.91294 0.768561
0.1 -20.8082 -8.50361 0.749687
0.1 -20.4318 -7.7076 0.727183
0.1 -19.5821 -7.43943 0.71711
0.1 -19.211 -6.83661 0.697234
0.1 -18.8103 -6.16111 0.675855
0.1 -18.011 -5.69864 0.660843
0.1 -16.5511 -5.06703 0.62603
0.1 -15.9432 -3.94236 0.614857
0.1 -15.2814 -3.52302 0.590751
0.1 -14.3756 -3.44284 0.575776
0.1 -14.0204 -3.06579 0.555187
0.1 -13.0768 -2.3524 0.537665
0.1 -11.9444 -1.70964 0.50391
0.1 -11.4945 -1.37123 0.515662
0.1 -10.7475 -1.25051 0.485291
0.1 -9.53103 -0.556343 0.471121
0.1 -8.64161 -0.339191 0.472461
0.1 -7.74933 0.462316 0.447697
0.1 -7.00336 0.716528 0.440868
0.1 -6.3962 1.0427 0.42008
0.1 -5.88647 1.23722 0.394837
0.1 -5.03365 1.88319 0.390399
0.1 -3.75974 2.00941 0.37392
0.1 -2.98691 2.14101 0.367612
0.1 -2.25335 2.47966 0.350524
0.1 -1.33788 2.7208 0.332418
0.1 -0.694105 2.93921 0.314512
0.1 0.221378 3.21673 0.299808
0.1 1.22127 3.65007 0.290823
0.1 2.24926 3.76823 0.281932
0.1 3.21964 3.75043 0.272911
0.1 4.03308 4.32416 0.26013
0.1 4.85783 4.71456 0.258815
0.1 5.47093 4.41093 0.262475
0.1 6.26683 5.17298 0.273675
0.1 7.34034 5.23818 0.271035
0.1 8.16902 5.57583 0.269727
0.1 9.10754 5.80283 0.248327
0.1 10.2394 6.14826 0.241311
0.1 11.1854 6.24282 0.242365
0.1 12.3031 6.68725 0.236373
0.1 12.7887 6.86768 0.227268
0.1 13.9907 7.09139 0.225731
0.1 14.7957 7.52831 0.233004
0.1 15.8157 7.39624 0.231575
0.1 16.5909 7.6721 0.22511
0.1 17.0326 8.18374 0.226521
0.1 18.0877 7.91515 0.216644
0.1 19.0777 8.41627 0.219318
0.1 20.1733 8.37477 0.200606
0.1 21.1744 8.52041 0.207198
0.1 21.7527 8.4365 0.200133
0.1 22.1817 8.52484 0.204583
0.1 23.2274 8.81307 0.199458
0.1 24.1169 9.52481 0.214161
0.1 25.1824 9.64388 0.195988
0.1 26.2204 9.61186 0.197208
0.1 27.084 9.62021 0.191348
0.1 28.0424 9.63544 0.183506
0.1 28.8387 9.86141 0.180147
0.1 30.2399 10.1633 0.173327
0.1 30.6186 10.4156 0.175736
0.1 31.5393 10.5159 0.166592
0.1 32.7489 10.534 0.163787
0.1 33.3429 10.3513 0.16611
0.1 34.3046 10.4887 0.161691
0.1 35.281 11.026 0.161545
0.1 36.058 11.1554 0.165318
0.1 37.4153 11.4303 0.171741
0.1 38.1373 11.5797 0.158308
0.1 39.1821 11.8495 0.160573
0.1 40.1306 11.9977 0.162695
0.1 40.8264 12.0032 0.156725
0.1 42.1022 12.1529 0.148916
0.1 42.908 11.9875 0.15364
0.1 43.6213 12.5054 0.149791
0.1 44.6054 12.4554 0.14295
0.1 45.2737 12.8308 0.147324
0.1 46.2291 12.4995 0.14728
0.1 46.9806 12.88 0.155242
0.1 47.9057 13.0504 0.148171
0.1 49.1773 12.6693 0.14036
0.1 50.3865 13.118 0.130882
0.1 51.2155 13.5965 0.12269
0.1 52.255 13.0964 0.119877
0.1 52.8276 14.0934 0.122952
0.1 53.6036 13.7455 0.119471
0.1 54.8579 13.933 0.114873
0.1 55.6458 14.0656 0.122049
0.1 56.5852 13.9057 0.11997
0.1 57.4632 13.9925 0.106589
0.1 58.3324 14.1434 0.106694
0.1 59.3602 14.5502 0.120351
0.1 60.1901 14.3398 0.0983394
0.1 61.4992 14.3075 0.0983258
0.1 62.0842 14.3315 0.110492
0.1 62.9046 14.9042 0.105814
0.1 63.8217 14.7944 0.102377
0.1 64.9023 15.0907 0.0940537
0.1 65.6845 15.4098 0.0963915
0.1 66.6793 15.1909 0.097112
0.1 67.386 15.471 0.109545
0.1 68.7501 15.8684 0.101513
0.1 69.4389 15.5342 0.101902
0.1 71.0138 15.7083 0.0960211
0.1 71.4867 15.5017 0.112583
0.1 72.5041 15.7369 0.108633
0.1 73.4089 15.8856 0.112677
0.1 73.824 16.3041 0.0996209
0.1 74.572 16.1341 0.11155
0.1 75.8348 15.944 0.105589
0.1 76.7805 16.4297 0.0991376
0.1 78.1751 16.1517 0.0924613
0.1 78.9378 16.6172 0.107323
0.1 79.9531 16.5535 0.10841
0.1 80.715 16.6788 0.101716
0.1 81.8979 16.7384 0.100109
0.1 82.6154 16.5363 0.0908153
0.1 83.669 16.6485 0.087544
0.1 84.5272 16.5075 0.0974432
0.1 85.3528 16.9935 0.0951232
0.1 86.5545 16.9363 0.103936
0.1 87.4542 16.8567 0.0793557
0.1 88.7746 16.882 0.0817877
0.1 89.5237 17.21 0.0905692
0.1 90.7163 17.3786 0.0914343
0.1 91.4498 17.3385 0.0902142
0.1 92.3204 17.5023 0.0827168
0.1 93.3584 17.9851 0.0858706
0.1 93.9017 18.0228 0.101727
0.1 95.1624 17.8645 0.093176
0.1 95.8622 17.7658 0.0804069
0.1 96.956 17.5253 0.0764084
0.1 97.6564 17.8727 0.0803374
0.1 98.5151 18.0533 0.0775493
0.1 100.006 18.2421 0.0840222
0.1 100.903 17.9115 0.0732169
0.1 101.529 18.0071 0.0756483
0.1 102.766 18.4555 0.06462
0.1 103.4 18.3256 0.0688094
0.1 104.52 18.3405 0.0636723
0.1 105.439 18.5038 0.0595638
0.1 106.213 18.7983 0.065998
0.1 107.181 18.4934 0.0698433
0.1 108.61 19.2108 0.0730832
0.1 109.235 18.4335 0.0768581
0.1 109.948 19.2044 0.0684487
0.1 110.845 18.724 0.0781421
0.1 111.972 18.9314 0.0788607
0.1 112.875 19.2379 0.0611408
0.1 113.721 19.2507 0.057469
0.1 114.825 19.3108 0.0615958
0.1 115.79 19.3257 0.0616323
0.1 116.879 19.6119 0.0631552
0.1 118.345 19.2289 0.0549799
0.1 119.33 19.1032 0.0634863
0.1 120.104 19.0197 0.0565393
0.1 120.842 19.3204 0.0587533
0.1 122.048 19.5802 0.0707306
0.1 122.942 19.3137 0.0694302
0.1 124.036 19.9096 0.0726686
0.1 124.706 19.9722 0.0838185
0.1 125.443 20.0481 0.0756486
0.1 127.123 19.7949 0.0795247
0.1 128.018 20.0836 0.0642315
0.1 128.597 20.2361 0.0613261
0.1 129.635 20.274 0.0665158
0.1 130.288 20.3368 0.0616457
0.1 131.488 20.0942 0.066864
0.1 132.283 20.4461 0.0657722
0.1 133.234 20.6304 0.0798097
0.1 134.384 20.4388 0.0861705
0.1 135.045 20.3706 0.0811897
0.1 136.493 20.884 0.0768906
0.1 137.447 20.767 0.0674917
0.1 138.456 20.6436 0.0727765
0.1 139.109 20.7648 0.0689667
0.1 140.357 21.0987 0.0758247
0.1 141.455 20.9199 0.0834642
0.1 142.231 21.2561 0.0822916
0.1 143.41 21.074 0.0788485
0.1 144.124 21.0997 0.075093
0.1 145.187 21.1752 0.0769754
0.1 146.471 21.3121 0.0784952
0.1 147.601 21.4218 0.0842962
0.1 148.831 21.5891 0.0787024
0.1 149.857 21.7303 0.0697992
0.1 150.955 21.9262 0.0829348
0.1 151.743 21.5683 0.08504
0.1 153.126 21.6518 0.0801723
0.1 153.62 21.6003 0.083241
0.1 155.24 22.151 0.0688988
0.1 155.933 22.014 0.0719039
0.1 156.803 22.2437 0.0823245
0.1 157.717 21.8643 0.0871154
0.1 158.841 21.8461 0.0762952
0.1 160.208 22.2325 0.0738525
0.1 160.974 22.4761 0.0736529
0.1 161.863 22.5873 0.0820818
0.1 163.085 22.499 0.0824479
0.1 164.517 22.8699 0.0719161
0.1 165.518 22.9403 0.0594222
0.1 166.632 22.9411 0.0663036
0.1 167.712 23.0065 0.0875563
0.1 168.723 22.6065 0.0740596
0.1 169.784 22.96 0.0674984
0.1 171.113 23.0212 0.077454
0.1 172.538 23.2649 0.0698054
0.1 173.443 23.69 0.0814436
0.1 174.349 23.3483 0.0679834
0.1 175.586 23.3676 0.0721454
0.1 176.771 23.0867 0.0640251
0.1 178.069 23.78 0.0740588
0.1 179.083 23.632 0.0756517
0.1 179.925 23.6778 0.0686411
0.1 180.953 23.8634 0.0706055
0.1 181.715 23.9815 0.0796064
0.1 183.276 24.2719 0.0808924
0.1 184.216 24.5262 0.0728352
0.1 185.29 24.5352 0.0766009
0.1 186.385 24.5436 0.0672534
0.1 187.466 24.5825 0.0707565
0.1 188.399 24.4194 0.07373
0.1 189.719 24.3566 0.0727736
0.1 191.152 24.6244 0.0655176
0.1 192.496 24.5614 0.0583069
0.1 193.305 24.8085 0.0615694
0.1 194.534 24.8099 0.0606719
0.1 195.559 24.7633 0.0458112
0.1 196.732 24.7082 0.0755797
0.1 197.89 24.8823 0.0707429
0.1 199.174 24.9758 0.0581016
0.1 199.781 24.9689 0.0665925
0.1 201.269 25.2124 0.0659396
0.1 202.51 25.1109 0.0665902
0.1 203.199 25.3453 0.0647957
0.1 204.42 25.0475 0.0610849
0.1 205.555 25.7734 0.0597909
0.1 206.729 25.7412 0.0650999
0.1 207.845 25.9263 0.0664242
0.1 208.851 26.0655 0.0669765
0.1 210.053 26.1142 0.0605905
0.1 210.994 25.9465 0.0636307
0.1 212.27 25.7633 0.0727621
0.1 213.391 26.0569 0.0618917
0.1 214.635 26.4544 0.0627944
0.1 216.167 26.4676 0.0648384
0.1 216.64 26.3824 0.0704751
0.1 217.829 26.1768 0.0702939
0.1 218.56 26.0553 0.0816882
0.1 220.076 26.0267 0.068457
0.1 221.118 26.1971 0.0834576
0.1 222.077 26.2418 0.0742908
0.1 223.052 26.5231 0.0764146
0.1 224.135 27.0574 0.0731806
0.1 225.194 26.6709 0.0820504
0.1 226.214 26.8947 0.0898603
0.1 227.606 27.1595 0.0840588
0.1 228.688 26.7363 0.0721324
0.1 229.893 27.119 0.0896152
0.1 231.066 27.2818 0.0883383
0.1 231.935 27.0308 0.0794501
0.1 232.593 27.477 0.078613
0.1 233.905 27.3693 0.090488
0.1 234.759 27.7248 0.0791255
0.1 235.986 27.7179 0.0887841
0.1 237.487 28.0893 0.0794645
0.1 238.55 28.3965 0.0659815
0.1 239.053 28.317 0.0753504
0.1 240.305 27.8624 0.0936389
0.1 241.505 28.2743 0.0904009
0.1 242.428 28.1248 0.0884298
0.1 243.278 27.7297 0.0869686
0.1 244.194 28.0954 0.0853546
0.1 245.582 28.2029 0.0773966
0.1 246.645 28.3649 0.071296
0.1 247.645 28.4327 0.0695541
0.1 248.591 28.6148 0.0759901
0.1 249.233 28.3103 0.0774464
0.1 250.281 28.8988 0.0742337
0.1 251.344 28.9555 0.0604908
0.1 252.356 28.7547 0.0451549
0.1 253.449 29.0414 0.0446421
0.1 253.917 29.0881 0.0414428
0.1 254.476 29.3271 0.0308417
0.1 255.082 29.7342 0.028311
0.1 255.032 29.7902 0.00714004
0.1 255.326 29.3798 6.26229
0.1 256.5 28.8985 6.26035
0.1 257.415 28.6694 6.2381
0.1 258.484 28.5219 6.20682
0.1 259.145 28.4932 6.1864
0.1 260.128 28.6287 6.15244
0.1 260.728 28.5567 6.12296
0.1 261.194 28.7124 6.10465
0.1 261.71 28.3569 6.0866
0.1 262.638 27.8863 6.03918
0.1 263.11 27.6291 6.0089
0.1 263.843 27.3241 5.97943
0.1 264.511 27.1041 5.96142
0.1 265.031 26.8977 5.92577
0.1 265.865 26.8273 5.87979
0.1 266.743 26.2014 5.84307
0.1 267.205 26.3649 5.82793
0.1 267.433 26.0257 5.79636
0.1 268.348 25.4536 5.75811
0.1 268.648 25.2172 5.73196
0.1 269.02 24.9162 5.69957
0.1 269.838 24.2548 5.67681
0.1 270.221 23.9146 5.66731
0.1 270.969 23.9025 5.63942
0.1 271.504 23.5356 5.59036
0.1 271.999 22.7079 5.56336
0.1 272.333 22.312 5.52631
0.1 272.734 21.5926 5.50544
0.1 272.929 21.2675 5.47459
0.1 273.7 20.6186 5.43413
0.1 273.762 20.0197 5.41218
0.1 274.703 19.5275 5.39356
0.1 274.812 18.8583 5.3598
0.1 275.304 18.5802 5.32204
0.1 275.934 17.9068 5.28973
0.1 275.939 17.364 5.25652
0.1 276.029 16.721 5.23613
0.1 276.474 15.8016 5.1977
0.1 276.841 15.1175 5.15647
0.1 277.103 14.2722 5.12432
0.1 277.423 13.6782 5.09219
0.1 277.413 13.1392 5.07179
0.1 277.686 12.3056 5.03321
0.1 278.008 11.8271 4.99688
0.1 278.035 11.321 4.9772
0.1 278.378 10.6657 4.95251
0.1 278.415 9.84366 4.92338
0.1 278.621 9.18701 4.88893
0.1 278.693 8.67825 4.87085
0.1 278.841 7.69387 4.84608
0.1 278.711 7.31599 4.81896
0.1 278.846 6.42192 4.78774
0.1 279.163 5.78383 4.75574
0.1 278.784 5.03081 4.73252
0.1 279.094 4.06358 4.69584
0.1 278.904 3.42566 4.6591
0.1 278.345 2.5792 4.63267
0.1 278.697 2.0115 4.60465
0.1 278.24 1.17008 4.55496
0.1 277.992 0.531302 4.52528
0.1 277.809 -0.389004 4.48023
0.1 277.731 -1.36245 4.46332
0.1 277.512 -1.98767 4.43003
0.1 277.229 -2.37865 4.40837
0.1 276.977 -3.39849 4.36624
0.1 276.849 -4.13672 4.33187
0.1 276.041 -4.80966 4.29019
0.1 275.906 -5.53114 4.26602
0.1 275.432 -6.01951 4.21917
0.1 275.118 -6.53982 4.19121
0.1 274.495 -7.07726 4.16682
0.1 274.558 -7.74291 4.15111
0.1 274.2 -8.47982 4.12034
0.1 273.541 -9.164 4.08051
0.1 273.068 -9.67195 4.0488
0.1 272.287 -10.2988 4.00343
0.1 271.594 -10.8725 3.96783
0.1 271.245 -10.8573 3.95338
0.1 270.712 -11.7552 3.91877
0.1 270.37 -12.2286 3.88663
0.1 269.556 -12.5524 3.84947
0.1 269.521 -13.4516 3.82373
0.1 268.629 -14.1386 3.7972
0.1 267.463 -14.2421 3.76933
0.1 266.558 -14.7196 3.73548
0.1 265.972 -15.1726 3.70363
0.1 265.028 -15.4956 3.66492
0.1 264.877 -15.9646 3.63581
0.1 264.271 -16.4747 3.61208
0.1 263.231 -16.7283 3.57486
0.1 262.761 -16.949 3.54452
0.1 262.15 -17.2383 3.51443
0.1 261.159 -17.7019 3.49504
0.1 260.397 -17.7237 3.46202
0.1 259.537 -18.2093 3.42051
0.1 258.988 -18.3696 3.39452
0.1 257.787 -18.1953 3.35341
0.1 256.769 -18.5096 3.32271
0.1 255.905 -18.6852 3.28411
0.1 255.052 -18.8709 3.26762
0.1 254.492 -19.0289 3.22097
0.1 253.471 -18.7713 3.18909
0.1 252.953 -18.7076 3.16085
0.1 251.67 -18.9679 3.12298
0.1 251.009 -18.5898 3.09947
0.1 249.964 -18.6701 3.06136
0.1 249.365 -18.6439 3.04499
0.1 248.413 -18.1452 3.01811
0.1 247.209 -18.2268 2.99603
0.1 246.909 -17.6169 2.97911
0.1 245.369 -17.4945 2.94776
0.1 244.497 -17.9181 2.93517
0.1 243.145 -17.0106 2.91006
0.1 242.333 -16.9852 2.90194
0.1 241.755 -16.2839 2.89316
0.1 240.595 -16.5502 2.90713
0.1 240.053 -16.4662 2.91333
0.1 239.166 -16.3747 2.90385
0.1 238.371 -16.2402 2.91026
0.1 237.315 -15.958 2.89967
0.1 236.401 -15.6353 2.9029
0.1 235.472 -15.287 2.90646
0.1 234.575 -15.0763 2.90517
0.1 233.433 -14.9564 2.89812
0.1 232.555 -14.7505 2.8948
0.1 231.637 -14.799 2.91013
0.1 230.965 -14.4221 2.91533
0.1 229.715 -14.0783 2.91072
0.1 228.85 -14.4453 2.91013
0.1 227.618 -13.9592 2.9135
0.1 226.824 -13.5957 2.91631
0.1 225.898 -13.3149 2.91512
0.1 224.83 -12.8129 2.92589
0.1 224.14 -12.9045 2.92543
0.1 222.791 -12.7675 2.94393
0.1 221.743 -12.4852 2.94116
0.1 220.677 -12.049 2.943
0.1 219.799 -11.5754 2.94637
0.1 219.141 -11.5382 2.95997
0.1 217.877 -11.3826 2.96052
0.1 216.63 -11.5232 2.96464
0.1 215.614 -11.2847 2.98091
0.1 214.36 -10.8499 2.98962
0.1 213.348 -10.5507 2.99819
0.1 212.166 -10.4971 3.00328
0.1 210.967 -10.4416 3.01138
0.1 209.968 -10.1584 3.01494
0.1 209.329 -10.3065 3.03142
0.1 207.853 -10.3313 3.051
0.1 206.955 -10.1763 3.04911
0.1 205.888 -9.98939 3.06282
0.1 204.812 -9.82187 3.08214
0.1 203.705 -9.70835 3.10453
0.1 202.764 -9.7503 3.10437
0.1 200.973 -9.93106 3.10794
0.1 199.847 -10.2344 3.10236
0.1 198.802 -9.93446 3.12077
0.1 197.342 -9.97326 3.13604
0.1 196.655 -10.0516 3.13208
0.1 195.293 -9.9643 3.14413
0.1 194.015 -9.80372 3.14824
0.1 192.815 -9.69276 3.15169
0.1 191.805 -9.57706 3.15979
0.1 190.284 -9.83969 3.16381
0.1 189.127 -10.1599 3.16163
0.1 188.011 -10.1539 3.17023
0.1 186.803 -10.0267 3.18999
0.1 185.906 -10.1094 3.17898
0.1 184.775 -10.441 3.195
0.1 183.577 -10.3825 3.20468
0.1 182.184 -10.3853 3.19882
0.1 181.348 -10.1564 3.19991
0.1 180.362 -10.3064 3.20116
0.1 178.816 -10.4072 3.21233
0.1 177.602 -10.6905 3.20611
0.1 176.177 -10.645 3.20972
0.1 175.064 -10.8999 3.20642
0.1 173.981 -10.7721 3.21414
0.1 172.944 -10.7225 3.22091
0.1 171.528 -10.9207 3.23115
0.1 170.439 -11.261 3.2169
0.1 169.423 -11.7656 3.22845
0.1 168.476 -11.6509 3.23715
0.1 167.243 -11.7844 3.24633
0.1 166.511 -11.7511 3.24999
0.1 165.014 -11.9194 3.25515
0.1 164.075 -12.0943 3.24929
0.1 163.358 -12.0925 3.27268
0.1 162.117 -12.5021 3.27748
0.1 160.94 -12.4384 3.27247
0.1 159.43 -12.635 3.27535
0.1 158.702 -12.7786 3.28513
0.1 157.793 -12.8595 3.29693
0.1 156.551 -12.9314 3.29994
0.1 155.528 -12.9522 3.31106
0.1 154.659 -13.1885 3.31108
0.1 153.62 -13.3134 3.3123
0.1 152.607 -13.1881 3.31897
0.1 151.208 -13.7939 3.31114
0.1 150.036 -14.1224 3.31758
0.1 149.433 -14.5781 3.33508
0.1 148.447 -14.8006 3.32213
0.1 147.192 -14.7214 3.32798
0.1 146.361 -14.9474 3.33096
0.1 145.57 -15.3461 3.34294
0.1 144.112 -15.5953 3.34804
0.1 143.375 -15.5543 3.35659
0.1 142.482 -16.017 3.35167
0.1 141.458 -16.0532 3.3594
0.1 140.719 -16.1584 3.36981
0.1 139.283 -15.9947 3.35619
0.1 137.949 -16.4015 3.35503
0.1 137.144 -16.7329 3.36145
0.1 135.933 -17.1219 3.37424
0.1 135.13 -17.5426 3.38202
0.1 134.144 -17.5039 3.39424
0.1 133.18 -18.4055 3.37727
0.1 131.756 -18.3519 3.37765
0.1 131.286 -18.5577 3.38084
0.1 130.278 -18.6422 3.39136
0.1 129.267 -19.1209 3.37461
0.1 128.059 -18.9774 3.38357
0.1 127.095 -19.5749 3.39508
0.1 126.148 -19.387 3.39363
0.1 125.105 -20.0431 3.39154
0.1 124.188 -20.4757 3.3922
0.1 122.226 -20.389 3.39501
0.1 121.15 -20.2397 3.39516
0.1 120.521 -20.9845 3.39533
0.1 119.642 -20.9059 3.38521
0.1 118.91 -21.2964 3.38446
0.1 118.097 -21.1858 3.39021
0.1 116.849 -21.7319 3.39072
0.1 115.788 -21.9277 3.39167
0.1 114.77 -22.7675 3.39432
0.1 113.649 -23.0036 3.38672
0.1 112.562 -23.2781 3.39456
0.1 111.38 -23.5727 3.40237
0.1 110.362 -23.9651 3.39257
0.1 109.907 -24.3504 3.39478
0.1 108.997 -24.0581 3.39824
0.1 107.881 -24.2462 3.4033
0.1 107.067 -24.3406 3.40846
0.1 105.789 -24.5321 3.41646
0.1 104.887 -24.9415 3.40634
0.1 103.961 -25.4931 3.41977
0.1 103.039 -25.2022 3.41931
0.1 102.384 -25.8005 3.41648
0.1 101.102 -26.136 3.42726
0.1 100.178 -26.668 3.43312
0.1 99.4228 -27.0917 3.43597
0.1 98.5789 -27.3533 3.4437
0.1 97.6734 -27.4111 3.45361
0.1 96.8444 -27.422 3.46286
0.1 95.6141 -28.077 3.47513
0.1 94.7668 -28.2607 3.47278
0.1 93.9371 -28.7799 3.49181
0.1 93.163 -29.053 3.51047
0.1 92.046 -29.2026 3.51835
0.1 91.274 -29.7945 3.52017
0.1 90.6724 -30.3512 3.52733
0.1 89.8886 -30.414 3.5384
0.1 88.9379 -31.1161 3.56211
0.1 88.3914 -31.3648 3.56701
0.1 87.4919 -31.7864 3.57785
0.1 86.1007 -32.5738 3.58889
0.1 85.4751 -32.8057 3.60462
0.1 84.6191 -33.4727 3.61478
0.1 83.5416 -33.6862 3.63634
0.1 83.0437 -34.1692 3.63785
0.1 82.0261 -34.5602 3.65056
0.1 81.5945 -35.1062 3.65973
0.1 80.589 -35.3605 3.68409
0.1 79.9179 -35.7878 3.68945
0.1 79.0854 -35.9867 3.70679
0.1 78.1093 -37.1475 3.70657
0.1 77.5165 -37.4919 3.72083
0.1 76.4942 -38.5524 3.71808
0.1 75.7322 -38.9989 3.72947
0.1 75.1323 -39.3777 3.74447
0.1 74.1205 -40.3123 3.76086
0.1 73.5241 -41.0471 3.76463
0.1 73.015 -41.1066 3.777
0.1 72.2676 -41.5893 3.77527
0.1 71.7073 -42.1005 3.8026
0.1 70.8673 -42.8919 3.81657
0.1 69.6358 -42.884 3.81808
0.1 68.599 -43.8164 3.82845
0.1 68.1753 -44.29 3.83014
0.1 67.3023 -45.143 3.83398
0.1 66.3883 -45.8563 3.83306
0.1 65.8434 -45.9198 3.8447
0.1 64.9675 -46.6996 3.8628
0.1 64.7201 -47.3471 3.87018
0.1 63.5259 -48.177 3.87915
0.1 62.8303 -48.6063 3.87817
0.1 61.829 -49.3984 3.88214
0.1 61.3794 -50.186 3.88917
0.1 60.8627 -50.7813 3.88459
0.1 60.0523 -51.5067 3.89203
0.1 59.3978 -52.0358 3.90654
0.1 58.8732 -52.8393 3.90112
0.1 58.1441 -53.3315 3.89692
0.1 57.1572 -54.1407 3.89788
0.1 56.7637 -54.953 3.90257
0.1 56.2438 -55.6783 3.92638
0.1 55.548 -56.3658 3.93093
0.1 54.742 -56.6258 3.93285
0.1 54.3069 -57.505 3.93147
0.1 53.586 -58.5017 3.9485
0.1 52.636 -59.1599 3.9496
0.1 51.73 -59.7741 3.93859
0.1 51.0711 -60.2764 3.94952
0.1 50.569 -60.7747 3.94667
0.1 49.6119 -61.6809 3.95125
0.1 48.984 -62.432 3.92956
0.1 48.3844 -63.218 3.94392
0.1 47.8142 -63.8441 3.94673
0.1 47.3273 -64.5417 3.94399
0.1 46.997 -65.0315 3.94589
0.1 46.0527 -65.6708 3.93769
0.1 45.3827 -66.5244 3.93616
0.1 44.5269 -67.1214 3.94402
0.1 44.2421 -67.7889 3.94323
0.1 42.8761 -69.0609 3.95538
0.1 41.9993 -69.7951 3.94554
0.1 41.3843 -70.2842 3.9323
0.1 40.7678 -70.7403 3.92171
0.1 40.5642 -71.1182 3.91993
0.1 40.0444 -71.6914 3.92482
0.1 39.4325 -72.4562 3.94232
0.1 38.7331 -72.8795 3.93063
0.1 38.02 -73.5675 3.92957
0.1 37.4025 -74.4503 3.93659
0.1 37.0231 -75.1541 3.93017
0.1 36.651 -75.5519 3.94237
0.1 35.4207 -75.9422 3.91578
0.1 35.1583 -76.8718 3.9227
0.1 34.3398 -77.4622 3.91262
0.1 33.9719 -78.1372 3.91969
0.1 32.9952 -78.4566 3.90697
0.1 32.6284 -79.0708 3.91212
0.1 32.0383 -79.8933 3.92541
0.1 32.11 -80.4765 3.91858
0.1 31.2216 -81.2477 3.91663
0.1 30.4677 -81.6035 3.89566
0.1 29.5666 -82.0138 3.87766
0.1 28.9229 -82.6053 3.87423
0.1 28.3871 -83.137 3.86913
0.1 27.7861 -83.5537 3.86363
0.1 27.2251 -84.1738 3.85787
0.1 26.5123 -84.9578 3.84808
0.1 25.5748 -85.3214 3.83472
0.1 25.3025 -85.7264 3.82701
0.1 24.3995 -86.2453 3.81078
0.1 23.7984 -86.6458 3.78964
0.1 23.3018 -86.8769 3.77791
0.1 22.7613 -87.4778 3.76733
0.1 21.7812 -88.1614 3.7562
0.1 21.4905 -88.8637 3.74983
0.1 20.8849 -88.8442 3.7408
0.1 20.1337 -89.5947 3.71895
0.1 19.3051 -89.9692 3.71066
0.1 18.7626 -90.3464 3.68841
0.1 18.0747 -89.933 3.68521
0.1 17.421 -90.5948 3.66261
0.1 16.7106 -91.5747 3.63698
0.1 15.9366 -91.8205 3.62055
0.1 15.3313 -92.3692 3.6019
0.1 14.6827 -92.5128 3.58292
0.1 14.0626 -92.4072 3.56101
0.1 13.4639 -93.0028 3.55201
0.1 12.7655 -93.0106 3.53961
0.1 12.6065 -93.6063 3.53589
0.1 12.0112 -93.7863 3.52511
0.1 11.6189 -93.8962 3.51054
0.1 10.5628 -93.9653 3.49802
0.1 10.2269 -93.9996 3.47513
0.1 9.41229 -93.9562 3.46748
0.1 8.47024 -94.1211 3.44845
0.1 8.07083 -94.5788 3.42024
0.1 7.66184 -94.9663 3.39403
0.1 7.14396 -95.0702 3.37664
0.1 6.30244 -95.4445 3.35859
0.1 5.94767 -95.6407 3.34911
0.1 5.27147 -95.6593 3.33204
0.1 4.82269 -95.6142 3.32101
0.1 4.39562 -95.6628 3.29212
0.1 3.82809 -95.5227 3.28313
0.1 2.76032 -95.5154 3.26516
0.1 2.07204 -95.9994 3.2358
0.1 1.89099 -95.8112 3.23641
0.1 1.43613 -95.708 3.21699
0.1 0.838028 -95.9036 3.18833
0.1 0.432093 -95.919 3.18008
0.1 -0.215258 -95.6495 3.14833
0.1 -0.973451 -96.0135 3.15053
0.1 -1.43328 -95.7555 3.13643
0.1 -2.1679 -95.6752 3.11869
0.1 -2.65751 -95.655 3.10217
0.1 -3.17982 -95.7667 3.08338
0.1 -3.50793 -95.4591 3.07222
0.1 -4.34526 -95.4778 3.05604
0.1 -5.02927 -95.2368 3.04357
0.1 -5.5164 -95.3347 3.0267
0.1 -6.27939 -95.3707 3.01803
0.1 -6.9081 -95.2216 3.00167
0.1 -7.2854 -95.2366 2.98999
0.1 -8.03377 -95.0929 2.97445
